sim,battery_power,gen,ram,px_width,px_height,price,speed,cores,bluetooth,wifi,speed_ord,cores_ord,sim_ord,bluetooth_bin,gen_2,gen_3,gen_4,cores_dual,cores_hepta,cores_hexa,cores_octa,cores_penta,cores_quad,cores_single,cores_triple,screen_LCD,screen_Touch,wifi_a,wifi_b,wifi_g,wifi_n,wifi_none,sim_Dual,sim_Single
Dual,1074,4,1948,952,946,829.69,high,hexa,No,n,3,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Single,1832,2,2978,654,186,725.53,low,hepta,No,none,1,7,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1039,4,1619,1827,1428,1142.25,medium,octa,No,n,2,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Single,1059,3,3716,1916,1613,1295.1,high,triple,No,none,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Single,1606,2,3454,1924,1127,1081.57,medium,quad,No,b,2,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
Single,1928,4,3777,1580,691,1428.24,medium,triple,Yes,a,2,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Dual,1875,4,2712,1942,1802,1416.24,low,single,Yes,g,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
Single,1128,4,1434,1582,751,951.23,medium,octa,Yes,none,2,8,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1748,4,3968,1234,859,979.39,medium,triple,No,b,2,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
Dual,1413,2,3383,517,187,689.27,low,penta,No,none,1,5,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Dual,825,4,3278,1917,206,839.04,low,dual,No,a,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,1589,4,3970,1759,1673,1190.41,medium,octa,Yes,b,2,8,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Dual,535,4,2674,939,710,869.07,low,octa,Yes,none,1,8,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1780,3,2776,1463,1331,1030.7,low,quad,Yes,g,1,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Dual,1671,4,2336,848,263,1026.35,low,dual,No,none,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1821,4,2430,1803,97,976.71,low,single,No,n,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Single,1076,4,891,915,129,780.37,high,hexa,Yes,none,3,6,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,532,3,728,1354,1213,498.79,low,penta,Yes,none,1,5,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Single,777,3,3886,1143,189,1441.35,high,penta,Yes,none,3,5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Single,1217,3,1711,632,628,598.29,low,quad,Yes,a,1,4,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
Dual,1656,3,2856,899,320,1023.42,medium,hepta,Yes,g,2,7,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Single,1185,3,2447,1642,837,875.72,medium,octa,No,n,2,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Single,577,4,814,1450,1087,767.61,high,hexa,No,g,3,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Dual,737,2,2951,1463,781,538.27,high,quad,Yes,none,3,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Dual,704,3,3653,1013,251,721.15,medium,hexa,No,n,2,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Dual,525,2,1891,1587,262,455.79,low,octa,Yes,none,1,8,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,504,3,701,1665,767,532.97,low,single,Yes,b,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Dual,793,4,3139,1815,1226,994.87,medium,quad,No,a,2,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
Dual,569,3,2811,739,389,821.3,low,octa,No,a,1,8,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
Dual,1590,4,1701,963,920,929.52,medium,penta,No,g,2,5,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Single,707,4,1853,1508,1027,699.22,low,dual,No,b,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Single,767,4,2445,1000,271,814.46,medium,hexa,No,n,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Dual,1350,4,2287,544,369,940.56,low,octa,Yes,none,1,8,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1117,2,2003,1627,1258,585.77,low,dual,Yes,b,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,641,4,3595,759,417,876.72,medium,single,Yes,a,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Dual,1002,4,1726,1416,1345,927.52,low,dual,No,a,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Dual,1408,2,3952,1088,613,1201.87,medium,penta,Yes,g,2,5,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Dual,1900,3,850,1596,912,911.64,medium,octa,Yes,n,2,8,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
Single,726,3,1446,760,666,717.46,high,octa,No,none,3,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1544,4,1300,857,236,968.34,high,octa,No,none,3,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1454,4,719,1100,186,760.95,medium,quad,Yes,a,2,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Dual,1230,2,988,676,416,610.06,medium,penta,Yes,b,2,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
Single,1552,4,2606,658,430,937.06,medium,octa,No,none,2,8,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1519,3,2912,1239,168,1122.91,medium,single,No,none,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Single,723,2,2339,1901,1467,665.28,medium,single,Yes,a,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Dual,1191,3,1028,1813,179,599.48,high,single,No,b,3,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
Single,1168,2,3173,1578,159,947.35,medium,octa,No,g,2,8,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Dual,1229,2,1667,1878,120,749.74,low,dual,No,b,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Single,1758,4,1897,1864,762,1132.37,low,octa,Yes,none,1,8,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1290,2,1214,1109,600,535.53,low,hexa,No,a,1,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dual,574,2,3269,1171,286,409.27,high,hexa,No,none,3,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1271,2,445,1949,1350,652.56,low,hepta,Yes,b,1,7,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Single,1170,3,1073,1722,27,791.64,medium,octa,Yes,none,2,8,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1269,2,665,1920,1597,793.58,medium,dual,Yes,none,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1288,2,3129,1809,1177,663.75,high,dual,No,none,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1366,4,3501,964,402,1319.45,low,dual,Yes,none,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1572,4,3461,1237,577,1097.94,low,penta,Yes,n,1,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
Dual,1627,4,3206,1082,52,1344.02,low,hexa,No,none,1,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,1701,4,3717,828,364,1357.34,low,dual,Yes,none,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1900,4,3917,1241,934,1474.89,low,single,Yes,b,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Single,1974,3,861,545,250,549.71,medium,hepta,No,b,2,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Dual,1197,3,2885,1710,214,833.66,low,penta,Yes,g,1,5,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
Dual,587,3,2777,1793,612,765.24,high,single,Yes,none,3,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Single,934,2,1017,1463,1111,654.44,medium,penta,No,b,2,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Dual,1195,4,980,1100,163,777.38,medium,quad,No,none,2,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
Single,1853,3,2775,1951,202,1196.57,medium,single,Yes,none,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Single,1164,4,3309,1704,729,874.6,medium,octa,No,a,2,8,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Single,1512,4,3607,1897,1079,1074.35,low,triple,Yes,n,1,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Dual,1232,4,1257,809,361,907.06,high,penta,No,none,3,5,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1813,4,759,1306,338,784.29,low,triple,Yes,none,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
Dual,946,2,3720,1771,1698,720.11,high,triple,Yes,none,3,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
Dual,739,4,475,1536,1052,639.0,high,triple,Yes,a,3,3,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Single,704,4,1122,1509,1108,806.03,high,single,Yes,b,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
Single,1663,3,1336,1545,951,840.38,low,quad,Yes,none,1,4,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Dual,1966,2,1185,1987,1197,808.01,medium,octa,Yes,none,2,8,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1219,2,705,1022,473,406.4,medium,penta,No,b,2,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
Single,612,2,3169,1337,1294,916.54,low,penta,Yes,none,1,5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Single,1658,4,3483,522,410,984.36,medium,single,Yes,a,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
Single,1263,2,1183,1883,178,639.34,low,penta,No,b,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Single,1395,4,3373,1787,782,1382.07,high,triple,Yes,none,3,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Dual,621,3,2801,910,434,677.15,high,quad,Yes,a,3,4,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
Dual,652,2,565,781,464,440.42,low,triple,No,a,1,3,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
Single,1175,3,3153,1501,137,811.19,low,dual,No,none,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,561,3,3421,1176,492,790.31,medium,octa,Yes,a,2,8,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Single,1137,4,316,1285,1250,934.44,medium,penta,No,none,2,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Single,1835,4,448,583,385,629.71,high,hepta,Yes,none,3,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1170,3,2366,684,427,826.61,high,hexa,No,a,3,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Dual,1595,4,3881,1838,1024,1411.33,low,quad,Yes,b,1,4,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Single,1719,2,462,904,240,388.89,medium,octa,Yes,none,2,8,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1770,3,1480,1552,886,869.73,high,hepta,No,none,3,7,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1312,4,1087,1854,1233,1046.69,low,dual,No,none,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1878,4,2711,559,183,1355.13,medium,penta,No,g,2,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
Single,1871,4,2144,1682,88,686.94,medium,hepta,Yes,b,2,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Dual,922,4,1165,1383,1016,929.49,medium,hepta,No,b,2,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Single,1975,4,2998,655,80,1339.15,medium,octa,Yes,none,2,8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,1212,4,2249,1715,611,904.36,high,quad,No,b,3,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
Single,1430,2,752,906,569,578.87,low,triple,Yes,b,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
Dual,1958,2,1409,637,304,799.19,medium,dual,Yes,none,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,1836,4,3072,1230,276,906.63,medium,hepta,Yes,none,2,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,557,3,1305,1315,1131,654.94,medium,triple,Yes,b,2,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
Dual,539,2,3597,599,551,440.46,low,hepta,Yes,none,1,7,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dual,880,2,3132,1302,436,685.08,low,octa,No,a,1,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
Dual,1369,2,3856,727,553,805.31,medium,single,Yes,n,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Dual,1109,3,1524,1787,1391,1061.0,high,single,Yes,n,3,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Dual,843,3,3673,1096,981,634.14,medium,penta,No,b,2,5,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Dual,598,3,3293,1173,680,946.53,high,dual,No,n,3,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Dual,972,3,3035,816,687,823.21,high,quad,Yes,g,3,4,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Single,1944,4,584,1970,1060,957.63,low,hexa,Yes,none,1,6,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1225,4,2675,1101,217,917.54,low,hepta,No,none,1,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,644,4,2382,1654,1140,839.65,medium,single,Yes,a,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
Single,1919,4,1391,1191,304,868.45,medium,quad,No,g,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
Single,501,4,2346,1089,504,794.99,high,quad,No,a,3,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
Dual,1620,4,606,1033,832,814.06,medium,triple,Yes,none,2,3,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Dual,1227,2,1324,1781,935,670.8,medium,triple,Yes,b,2,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
Dual,1359,4,1076,901,446,827.11,low,hexa,Yes,n,1,6,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Single,1914,3,643,1701,942,718.87,low,octa,No,a,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Single,1645,3,783,1308,897,712.2,medium,hepta,Yes,none,2,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1063,4,3809,1232,1208,1358.36,medium,penta,Yes,b,2,5,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Single,946,4,2104,630,159,986.52,medium,octa,No,none,2,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1231,3,1762,1184,632,689.6,medium,triple,No,none,2,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
Dual,1397,3,3137,1991,1308,1353.54,high,hexa,No,g,3,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Single,701,3,1756,1256,1002,914.87,low,triple,Yes,a,1,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
Dual,570,2,3663,1917,1331,1084.7,low,hepta,Yes,none,1,7,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,1993,4,2437,510,150,1110.57,low,octa,Yes,none,1,8,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Dual,955,3,1432,1511,1248,795.72,low,penta,No,n,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
Dual,924,4,1620,1813,108,748.59,low,octa,No,none,1,8,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,600,2,1655,747,320,621.08,low,penta,No,none,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Dual,518,3,2832,1947,437,838.54,low,hepta,No,a,1,7,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Single,1063,4,961,935,295,664.66,high,hexa,Yes,none,3,6,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,920,2,2608,1421,1058,699.29,low,triple,Yes,g,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
Single,1715,4,514,1652,79,760.94,medium,penta,No,none,2,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
Dual,1841,2,2304,672,593,800.13,medium,octa,Yes,n,2,8,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
Dual,543,4,933,1031,693,665.93,low,penta,Yes,none,1,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1762,4,1896,527,300,1075.6,high,single,Yes,n,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Dual,1112,3,3655,739,234,1017.91,low,quad,Yes,none,1,4,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Dual,709,2,1973,1596,1545,821.46,medium,single,Yes,a,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
Single,1315,2,3278,575,59,770.69,high,hepta,Yes,none,3,7,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1762,4,2183,1364,1103,1175.51,high,octa,Yes,none,3,8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1462,3,824,1478,91,748.01,medium,hepta,Yes,a,2,7,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Dual,571,3,2598,1282,177,762.12,medium,hepta,No,none,2,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,666,4,1254,1353,58,586.29,low,triple,Yes,b,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
Dual,1994,4,3622,1435,447,1416.22,medium,octa,No,a,2,8,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
Dual,1583,3,1704,1651,942,806.67,medium,hepta,Yes,b,2,7,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Dual,1778,4,1624,516,88,860.29,medium,quad,No,none,2,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Single,1926,4,3809,1000,371,1365.45,medium,hexa,Yes,none,2,6,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,966,4,2574,1754,1446,1386.91,low,quad,Yes,g,1,4,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
Single,568,3,950,1703,181,587.36,medium,triple,No,none,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
Single,1897,4,273,1935,1311,848.44,high,octa,No,b,3,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
Dual,1695,4,446,1898,1791,1020.87,low,triple,No,n,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
Single,1623,4,1510,1832,1568,1047.7,medium,hepta,Yes,none,2,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Single,914,4,1122,721,706,813.38,low,quad,Yes,n,1,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Dual,1721,4,707,1048,871,834.6,low,quad,Yes,n,1,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Dual,890,2,751,1873,1074,628.92,medium,octa,Yes,none,2,8,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,600,3,3393,1465,501,1054.22,low,triple,No,none,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
Dual,1677,3,3771,1477,271,889.73,medium,hexa,No,none,2,6,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Single,723,4,1851,1748,920,1047.44,low,quad,No,none,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
Dual,638,3,2735,1383,1171,1159.27,medium,quad,No,none,2,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
Dual,852,4,2253,1159,293,901.12,medium,hepta,No,none,2,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dual,1979,2,452,1630,833,912.94,medium,hepta,Yes,none,2,7,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Single,710,2,1419,857,485,715.98,low,penta,Yes,none,1,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1034,4,969,1293,182,644.5,high,triple,No,none,3,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Dual,600,4,3441,1162,207,863.81,high,single,No,none,3,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Single,1027,4,3786,1747,1698,1397.63,low,dual,No,none,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1260,4,2710,736,165,994.11,low,hexa,No,none,1,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,1793,3,3533,1418,1086,1081.03,medium,hexa,No,n,2,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Single,675,3,1735,757,192,548.28,high,penta,No,b,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Single,658,4,3587,1750,1156,913.9,high,hepta,Yes,none,3,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Single,1694,4,2298,549,377,1247.94,low,hepta,Yes,none,1,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Dual,804,4,2027,818,709,788.5,low,single,Yes,none,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Dual,1713,3,2406,974,729,1055.19,high,hepta,No,g,3,7,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Single,706,4,2419,938,543,950.03,low,triple,No,n,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
Single,1362,2,995,1505,553,562.37,low,hepta,No,a,1,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Single,1527,4,2078,1116,526,986.44,high,penta,No,n,3,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Dual,768,2,1145,991,637,537.97,low,dual,No,b,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Dual,1314,4,626,577,113,722.15,high,quad,No,b,3,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
